ItemID,ItemName,Category,Quantity,Price,Supplier,DateAdded
668,Form,Furniture,-5.0,N/A,,2025-01-01
669,Our,Electronics,,36.74,,2026-13-01
670,Soon,Groceries,,,SupplierD,
671,Will,Furniture,-5.0,-20.5,SupplierC,
672,Step,Clothing,-5.0,-20.5,SupplierB,
673,Item,Furniture,,254.53,SupplierC,2023-12-10
674,Fight,Toys,,N/A,SupplierC,2024-11-03
675,Woman,Electronics,,149.63,SupplierA,2026-13-01
676,In,Toys,,,SupplierB,2021-02-15
677,Across,Furniture,,85.08,SupplierC,2026-13-01
678,Remember,Groceries,,-20.5,SupplierD,2026-13-01
679,Half,Toys,41.0,403.95,,2024-09-26
680,Question,Toys,-5.0,,SupplierA,2024-05-23
681,Pretty,Electronics,43.0,-20.5,SupplierC,
682,Election,Toys,,,SupplierD,2026-13-01
683,Technology,Clothing,,N/A,SupplierB,2026-13-01
684,Beat,Clothing,,,SupplierC,2026-13-01
685,Find,Toys,-5.0,327.63,SupplierB,2026-13-01
686,Writer,Groceries,,335.14,SupplierA,2026-13-01
687,Guy,Furniture,,N/A,,2026-13-01
688,These,Electronics,-5.0,N/A,,2022-07-03
689,Charge,Electronics,,-20.5,SupplierC,2024-11-10
690,Score,Clothing,26.0,330.73,SupplierC,
691,Staff,Clothing,,N/A,SupplierA,2026-13-01
692,Responsibility,Furniture,,,SupplierC,2026-13-01
693,Rather,Groceries,20.0,-20.5,SupplierA,2026-13-01
694,Rise,Electronics,-5.0,186.85,SupplierD,2023-01-03
695,Hope,Toys,,,SupplierA,
696,Design,Toys,40.0,N/A,,
697,Serious,Furniture,,,SupplierA,2026-13-01
698,Home,Clothing,,-20.5,SupplierD,2023-12-22
699,Such,Furniture,22.0,-20.5,SupplierD,
700,Interview,Clothing,-5.0,N/A,SupplierC,2026-13-01
701,Recognize,Toys,77.0,-20.5,SupplierA,
702,Even,Furniture,31.0,N/A,SupplierD,2026-13-01
703,Computer,Clothing,-5.0,N/A,SupplierB,2026-13-01
704,Ok,Electronics,-5.0,,SupplierB,2022-11-16
705,Close,Electronics,14.0,432.25,SupplierD,
706,Voice,Clothing,-5.0,458.22,SupplierC,2024-01-12
707,Cold,Toys,-5.0,495.36,SupplierC,
708,Machine,Electronics,,-20.5,,2021-07-14
709,Understand,Electronics,-5.0,N/A,SupplierA,
710,Whole,Electronics,57.0,N/A,SupplierB,2023-05-18
711,Me,Electronics,62.0,11.47,SupplierA,
712,Say,Clothing,,-20.5,SupplierC,2026-13-01
713,Sign,Toys,22.0,387.78,SupplierB,2025-05-07
714,Main,Groceries,96.0,-20.5,SupplierA,
715,Shoulder,Furniture,-5.0,N/A,SupplierD,2026-13-01
716,Mother,Groceries,36.0,-20.5,SupplierC,2026-13-01
717,Everybody,Groceries,,N/A,,2024-11-23
718,Loss,Furniture,,283.93,SupplierB,2026-13-01
719,Agreement,Groceries,-5.0,379.18,SupplierC,
720,Summer,Groceries,-5.0,,,
721,Center,Clothing,,39.92,SupplierD,2026-13-01
722,Energy,Groceries,49.0,N/A,SupplierA,2021-08-29
723,How,Groceries,-5.0,,SupplierD,2020-06-05
724,Him,Electronics,33.0,10.88,SupplierC,2025-10-14
725,Traditional,Toys,,336.9,SupplierC,2020-09-03
726,Section,Electronics,-5.0,,SupplierA,
727,Look,Electronics,13.0,-20.5,SupplierA,
728,Civil,Clothing,-5.0,N/A,,2025-11-24
729,Tree,Clothing,,-20.5,,2020-10-06
730,Last,Furniture,-5.0,N/A,SupplierD,2026-13-01
731,Dog,Furniture,25.0,-20.5,,2024-10-15
732,Daughter,Toys,,,SupplierD,2024-12-08
733,Than,Toys,,-20.5,,2020-07-22
734,Team,Electronics,-5.0,,,
735,Possible,Clothing,71.0,,SupplierB,
736,Between,Furniture,,,SupplierB,2022-12-08
737,Relate,Toys,-5.0,101.26,SupplierC,
738,Lot,Groceries,-5.0,N/A,,
739,Fire,Furniture,7.0,,,2025-02-26
740,Election,Furniture,-5.0,-20.5,SupplierD,
741,Surface,Electronics,,-20.5,SupplierA,2026-13-01
742,Traditional,Toys,-5.0,-20.5,,2020-05-25
743,Pass,Furniture,-5.0,-20.5,SupplierA,
744,Field,Groceries,83.0,118.98,SupplierB,2022-11-02
745,Race,Furniture,-5.0,180.21,SupplierA,
746,Television,Toys,49.0,,SupplierC,2023-06-15
747,Hold,Toys,-5.0,,SupplierB,2026-13-01
748,Accept,Electronics,-5.0,423.87,SupplierA,
749,Teach,Furniture,,93.25,SupplierC,
750,Long,Groceries,73.0,88.08,SupplierD,2020-02-10
751,Fact,Electronics,38.0,-20.5,SupplierD,2025-08-28
752,Become,Groceries,-5.0,,,
753,Realize,Furniture,57.0,N/A,SupplierB,2026-13-01
754,Hard,Clothing,,N/A,SupplierD,2026-13-01
755,Value,Toys,,,SupplierD,
756,Experience,Furniture,-5.0,N/A,SupplierA,2026-13-01
757,Though,Groceries,-5.0,,SupplierA,2026-13-01
758,Hope,Clothing,98.0,495.53,SupplierD,2023-06-25
759,We,Clothing,,,SupplierB,2022-06-02
760,Near,Toys,79.0,-20.5,SupplierB,2026-13-01
761,Stock,Groceries,-5.0,-20.5,SupplierB,
762,Attack,Toys,,,SupplierC,
763,True,Electronics,-5.0,-20.5,SupplierB,2026-13-01
764,Anything,Groceries,-5.0,N/A,SupplierC,2021-11-15
765,Every,Groceries,-5.0,447.2,SupplierA,2025-04-10
766,Hundred,Furniture,-5.0,,,2020-10-08
767,Attorney,Furniture,38.0,,,2024-05-21
768,Focus,Furniture,-5.0,458.07,SupplierD,2025-07-17
769,Step,Electronics,,-20.5,SupplierB,2023-10-04
770,Require,Electronics,,-20.5,SupplierA,
771,Above,Electronics,,,,2026-13-01
772,Claim,Electronics,18.0,,,2025-02-15
773,Mother,Furniture,,24.56,SupplierC,2022-12-03
774,Mention,Furniture,29.0,-20.5,SupplierC,2026-13-01
775,Part,Electronics,,,SupplierC,2026-13-01
776,Stuff,Groceries,73.0,,SupplierA,2026-13-01
777,Ask,Groceries,,N/A,SupplierC,2024-12-05
778,From,Groceries,-5.0,261.54,SupplierB,2021-07-18
779,Church,Furniture,,N/A,SupplierA,
780,Important,Groceries,,,SupplierD,
781,Pay,Groceries,,,SupplierB,
782,Tax,Electronics,-5.0,N/A,SupplierC,
783,The,Clothing,19.0,,SupplierC,2026-13-01
784,Himself,Furniture,68.0,N/A,SupplierD,
785,Include,Groceries,-5.0,,SupplierB,
786,Point,Groceries,86.0,198.08,SupplierD,2026-13-01
787,Class,Clothing,32.0,217.21,SupplierD,2021-12-17
788,From,Toys,-5.0,,SupplierA,2025-08-24
789,White,Groceries,,17.85,SupplierD,2023-04-08
790,Including,Furniture,-5.0,,,2021-11-20
791,Try,Toys,7.0,N/A,SupplierB,
792,Defense,Clothing,39.0,,,2024-02-07
793,Office,Furniture,,227.76,SupplierD,
794,Just,Electronics,76.0,,SupplierA,2025-03-21
795,And,Electronics,,251.34,SupplierC,
796,Arm,Furniture,90.0,,SupplierD,2020-01-28
797,Economic,Toys,8.0,N/A,,2022-12-25
798,Woman,Electronics,,,,2026-13-01
799,Born,Clothing,34.0,-20.5,SupplierA,2023-08-05
800,Beautiful,Toys,,25.23,SupplierB,2026-13-01
801,Family,Groceries,,97.85,SupplierC,2026-13-01
802,Say,Clothing,13.0,-20.5,SupplierA,2025-02-19
803,Which,Clothing,-5.0,N/A,SupplierA,2022-06-24
804,Cause,Toys,68.0,,SupplierC,
805,Area,Furniture,,,SupplierD,
806,Although,Clothing,0.0,-20.5,SupplierC,
807,Right,Electronics,73.0,-20.5,SupplierA,
808,National,Groceries,-5.0,N/A,SupplierC,2026-13-01
809,International,Clothing,55.0,-20.5,SupplierC,2020-07-02
810,Your,Toys,-5.0,-20.5,,2021-06-26
811,Major,Furniture,,-20.5,,2026-13-01
812,Cut,Electronics,0.0,,,2022-11-30
813,And,Clothing,76.0,N/A,,
814,Wait,Clothing,60.0,N/A,SupplierB,2026-13-01
815,Understand,Electronics,4.0,120.63,SupplierB,2026-13-01
816,Indeed,Furniture,59.0,83.46,SupplierD,2025-07-11
817,Itself,Clothing,52.0,25.72,SupplierC,2026-13-01
818,Role,Electronics,95.0,N/A,SupplierC,
819,Explain,Furniture,-5.0,-20.5,SupplierB,2022-06-06
820,Address,Electronics,-5.0,284.8,SupplierD,2026-13-01
821,Though,Toys,31.0,341.11,SupplierB,2021-10-28
822,Or,Clothing,,N/A,SupplierB,
823,Responsibility,Furniture,26.0,,,2026-13-01
824,Why,Groceries,64.0,-20.5,SupplierB,2024-08-09
825,White,Toys,-5.0,-20.5,,
826,Professor,Toys,48.0,,SupplierD,2026-13-01
827,Response,Groceries,11.0,-20.5,,
828,Attorney,Clothing,,7.19,SupplierA,2026-13-01
829,Add,Electronics,58.0,N/A,SupplierC,2020-07-09
830,Whatever,Groceries,-5.0,,SupplierD,
831,Who,Furniture,-5.0,,SupplierB,2021-06-09
832,Until,Toys,18.0,331.55,SupplierD,2020-06-13
833,Per,Furniture,,-20.5,SupplierA,2021-04-08
834,Team,Furniture,,-20.5,SupplierC,
835,Star,Electronics,,473.08,SupplierA,2021-08-04
836,Probably,Electronics,,183.93,,2024-07-28
837,Church,Clothing,-5.0,,SupplierD,2026-13-01
838,Have,Toys,,410.85,SupplierB,
839,Source,Toys,,N/A,,2022-02-07
840,After,Electronics,89.0,N/A,SupplierA,2026-13-01
841,Others,Groceries,-5.0,,SupplierC,2026-13-01
842,Trouble,Groceries,,,SupplierB,
843,Glass,Electronics,-5.0,-20.5,SupplierC,2026-13-01
844,Goal,Toys,53.0,N/A,SupplierB,2024-11-10
845,Detail,Toys,-5.0,-20.5,,2026-13-01
846,Specific,Toys,67.0,-20.5,SupplierC,
847,Modern,Clothing,-5.0,-20.5,SupplierC,2025-04-03
848,Respond,Electronics,97.0,,,2026-13-01
849,Account,Toys,,170.12,SupplierC,2026-13-01
850,Money,Clothing,9.0,,,2025-12-30
851,Participant,Furniture,-5.0,-20.5,SupplierA,2026-13-01
852,Particular,Groceries,-5.0,N/A,SupplierD,2020-01-05
853,Seven,Furniture,-5.0,N/A,SupplierD,
854,Pm,Groceries,32.0,157.01,,
855,Newspaper,Groceries,,,,2026-13-01
856,West,Electronics,,136.35,SupplierB,
857,Think,Clothing,,272.84,SupplierB,
858,Future,Toys,58.0,N/A,SupplierA,2026-13-01
859,Lot,Furniture,-5.0,N/A,SupplierA,2024-04-07
860,Box,Clothing,,N/A,,2023-07-30
861,Hair,Groceries,72.0,N/A,SupplierC,
862,Without,Electronics,,81.33,SupplierD,2021-10-16
863,Vote,Furniture,-5.0,N/A,SupplierA,2026-13-01
864,Full,Furniture,-5.0,N/A,SupplierC,2021-09-21
865,Leave,Groceries,,-20.5,,2023-07-06
866,Development,Toys,-5.0,N/A,SupplierD,2022-08-12
867,Back,Furniture,-5.0,N/A,,2026-13-01
868,Single,Clothing,,-20.5,SupplierD,2026-13-01
869,So,Groceries,,196.91,SupplierB,
870,Treatment,Groceries,70.0,208.54,SupplierC,
871,Later,Toys,-5.0,,,
872,Suggest,Electronics,,N/A,SupplierD,
873,Next,Furniture,-5.0,453.06,SupplierA,2026-13-01
874,Small,Toys,21.0,,,2023-10-08
875,Information,Clothing,-5.0,,SupplierA,2023-04-23
876,Someone,Clothing,,242.22,,2021-12-30
877,College,Toys,37.0,-20.5,SupplierD,
878,Move,Clothing,,475.19,SupplierA,2026-13-01
879,Bad,Electronics,,,,2026-13-01
880,Few,Clothing,93.0,190.16,SupplierB,
881,Nice,Electronics,,N/A,SupplierC,
882,Growth,Groceries,-5.0,N/A,,2020-02-28
883,Blue,Toys,79.0,N/A,SupplierC,
884,Level,Toys,1.0,N/A,SupplierD,
885,Position,Clothing,,124.32,SupplierA,2024-06-03
886,Last,Groceries,-5.0,N/A,SupplierB,2020-12-31
887,Few,Toys,,N/A,,2026-13-01
888,Just,Groceries,72.0,172.13,SupplierA,
889,Buy,Clothing,36.0,-20.5,SupplierA,2020-12-05
890,Paper,Furniture,-5.0,-20.5,,
891,Industry,Electronics,-5.0,N/A,SupplierA,2026-13-01
892,Ready,Electronics,,,SupplierD,2023-10-02
893,Sign,Electronics,-5.0,374.73,SupplierB,
894,Other,Groceries,-5.0,188.07,SupplierD,2020-04-03
895,Fund,Clothing,29.0,N/A,SupplierC,2026-13-01
896,Improve,Electronics,45.0,135.42,SupplierC,2023-02-12
897,Forget,Furniture,,-20.5,SupplierB,
898,Me,Furniture,78.0,-20.5,SupplierA,
899,Family,Furniture,,,,2020-05-01
900,Lead,Electronics,87.0,N/A,SupplierD,2026-13-01
901,Change,Electronics,,,,
902,Green,Clothing,0.0,-20.5,SupplierC,2026-13-01
903,International,Electronics,,-20.5,SupplierB,
904,Break,Groceries,,273.02,SupplierD,2026-13-01
905,Else,Furniture,-5.0,,SupplierA,2020-03-13
906,Watch,Clothing,-5.0,N/A,SupplierC,
907,Medical,Furniture,,,SupplierD,2022-02-23
908,Worry,Furniture,-5.0,N/A,SupplierA,2025-10-17
909,Job,Toys,19.0,397.48,SupplierA,
910,Seat,Electronics,,168.92,SupplierB,2026-13-01
911,Else,Toys,-5.0,,SupplierD,2026-13-01
912,Suffer,Clothing,-5.0,325.54,,2024-03-10
913,Follow,Groceries,-5.0,476.32,SupplierA,2023-02-15
914,Question,Toys,-5.0,N/A,SupplierC,2026-13-01
915,Phone,Clothing,30.0,,,2026-13-01
916,Happy,Toys,,,SupplierA,
917,Born,Clothing,,-20.5,SupplierD,2020-05-23
918,Summer,Electronics,,-20.5,,2026-13-01
919,Main,Clothing,-5.0,,SupplierA,
920,Watch,Clothing,-5.0,N/A,SupplierD,
921,Form,Furniture,50.0,456.72,SupplierA,
922,Rock,Groceries,89.0,N/A,SupplierC,2026-13-01
923,Lose,Toys,,-20.5,SupplierC,2026-13-01
924,Represent,Electronics,,N/A,SupplierC,2025-03-03
925,Her,Electronics,52.0,N/A,SupplierB,2026-13-01
926,Interview,Furniture,-5.0,203.49,SupplierD,2021-12-03
927,Century,Furniture,,N/A,SupplierD,2026-13-01
928,Already,Groceries,-5.0,294.58,,
929,Down,Groceries,21.0,-20.5,SupplierB,2026-13-01
930,Shoulder,Furniture,-5.0,N/A,SupplierC,2026-13-01
931,Raise,Clothing,,N/A,SupplierD,
932,Box,Groceries,34.0,147.79,SupplierA,2020-10-04
933,Speak,Clothing,88.0,-20.5,SupplierD,2026-13-01
934,Big,Clothing,-5.0,,,2026-13-01
935,Stand,Toys,22.0,N/A,SupplierA,
936,Ask,Groceries,-5.0,,,
937,Threat,Furniture,-5.0,N/A,SupplierD,2024-05-06
938,Throughout,Toys,-5.0,-20.5,SupplierB,
939,Laugh,Furniture,-5.0,,SupplierD,2020-12-13
940,Inside,Toys,,N/A,SupplierB,2023-02-15
941,Thing,Furniture,,-20.5,SupplierC,2025-11-21
942,Glass,Clothing,,-20.5,SupplierA,2026-13-01
943,Space,Electronics,-5.0,N/A,SupplierC,2020-12-25
944,Suggest,Furniture,,-20.5,SupplierA,
945,Politics,Furniture,-5.0,N/A,SupplierA,
946,Contain,Clothing,-5.0,,SupplierA,2025-11-14
947,Stuff,Clothing,-5.0,,SupplierA,2025-01-06
948,Rock,Clothing,,,SupplierD,2023-06-09
949,Would,Furniture,,304.23,,2024-01-29
950,Concern,Electronics,,339.16,SupplierB,2020-08-14
951,Whom,Clothing,3.0,,SupplierD,
952,Large,Furniture,,475.57,SupplierA,2023-04-01
953,Over,Groceries,88.0,,,2025-06-10
954,Perform,Groceries,,-20.5,SupplierB,2026-13-01
955,Trip,Electronics,11.0,,SupplierC,2020-11-05
956,Summer,Furniture,,98.6,SupplierD,
957,Join,Electronics,,290.52,SupplierB,2021-01-23
958,Friend,Toys,17.0,,SupplierA,2026-13-01
959,Feel,Electronics,1.0,,SupplierB,2022-07-25
960,Remember,Clothing,-5.0,,SupplierB,2026-13-01
961,Compare,Groceries,,-20.5,SupplierA,
962,Difficult,Clothing,-5.0,-20.5,SupplierB,
963,Employee,Toys,-5.0,69.66,SupplierA,2026-13-01
964,Provide,Groceries,,-20.5,SupplierA,2024-05-12
965,Military,Furniture,0.0,281.81,SupplierB,2022-04-28
966,Music,Clothing,,N/A,SupplierA,2023-10-30
967,Through,Groceries,,N/A,SupplierA,
968,Republican,Toys,-5.0,-20.5,SupplierC,2025-01-20
969,Face,Groceries,1.0,-20.5,SupplierC,
970,Lose,Clothing,-5.0,N/A,SupplierD,2025-04-18
971,Leave,Groceries,,N/A,,
972,Face,Toys,-5.0,336.9,SupplierC,2026-13-01
973,Mention,Groceries,-5.0,392.01,SupplierA,
974,Happen,Electronics,,N/A,SupplierC,2026-13-01
975,Computer,Toys,,N/A,SupplierA,2022-01-30
976,Work,Clothing,-5.0,380.82,SupplierD,2026-13-01
977,Practice,Toys,,,SupplierA,2026-13-01
978,Team,Clothing,,178.31,SupplierA,2026-13-01
979,Resource,Furniture,-5.0,21.0,SupplierA,
980,Southern,Toys,-5.0,N/A,SupplierC,
981,Society,Toys,,-20.5,,2026-13-01
982,Middle,Clothing,,,SupplierB,
983,Evidence,Electronics,-5.0,187.69,SupplierD,
984,Occur,Clothing,35.0,,SupplierB,2021-04-01
985,Science,Furniture,46.0,,SupplierA,
986,Wait,Furniture,33.0,-20.5,SupplierB,
987,Hair,Toys,,,SupplierA,2021-02-17
988,Run,Groceries,-5.0,329.78,,
989,Those,Toys,6.0,276.23,,2024-07-19
990,Local,Groceries,-5.0,,SupplierA,
991,Television,Electronics,-5.0,-20.5,SupplierB,
992,Music,Electronics,-5.0,-20.5,SupplierD,2026-13-01
993,Training,Clothing,0.0,244.41,SupplierA,2021-04-30
994,Soldier,Toys,,424.86,SupplierA,2026-13-01
995,Hear,Electronics,,N/A,SupplierB,2026-13-01
996,Have,Clothing,85.0,,SupplierB,2025-05-11
997,Investment,Toys,20.0,125.43,,
998,Trouble,Clothing,,470.79,SupplierD,2025-04-16
999,Certainly,Clothing,,N/A,SupplierC,
1000,Capital,Clothing,-5.0,N/A,SupplierA,
